"","accession","domain","family","genome_type","host","isolate","order","size","subfamily","subgenome_type","topology","virus","Host_name","species_level"
"1008","NC_001628","Viruses","Leviviridae","ssRNA viruses","Pseudomonas aeruginosa",NA,NA,3588,NA,"Levivirus","linear","Pseudomonas phage PP7","Pseudomonas_aeruginosa","Yes"
"1009","NC_001609","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",11624,NA,"P2virus","linear","Enterobacteria phage P4","Escherichia_coli","Yes"
"1010","NC_001604","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",39937,NA,"T7virus","linear","Enterobacteria phage T7","Escherichia_coli","Yes"
"1011","NC_001447","Viruses","Plasmaviridae","dsDNA viruses, no RNA stage","Acholeplasma laidlawii",NA,NA,11965,NA,"Plasmavirus","circular","Acholeplasma virus L2","Acholeplasma_laidlawii","Yes"
"1012","NC_001426","Viruses","Leviviridae","ssRNA viruses","Escherichia coli",NA,NA,3466,NA,"Levivirus","linear","Escherichia virus BZ13","Escherichia_coli","Yes"
"1013","NC_001422","Viruses","Microviridae","ssDNA viruses","Escherichia coli",NA,NA,5386,NA,"unclassified Phix174microvirus","circular","Enterobacteria phage phiX174 sensu lato","Escherichia_coli","Yes"
"1014","NC_001418","Viruses","Inoviridae","ssDNA viruses","Pseudomonas aeruginosa",NA,NA,5833,"unassigned Inoviridae",NA,"circular","Pseudomonas phage Pf3","Pseudomonas_aeruginosa","Yes"
"1015","NC_002014","Viruses","Inoviridae","ssDNA viruses","Escherichia coli",NA,NA,6883,NA,"Lineavirus","circular","Enterobacteria phage Ike","Escherichia_coli","Yes"
"1016","NC_001396","Viruses","Inoviridae","ssDNA viruses","Xanthomonas campestris",NA,NA,7308,"unassigned Inoviridae",NA,"circular","Xanthomonas virus Cf1c","Xanthomonas_campestris","Yes"
"1017","NC_001365","Viruses","Inoviridae","ssDNA viruses","Spiroplasma citri",NA,NA,8273,NA,"Vespertiliovirus","circular","Spiroplasma phage 1-R8A2B","Spiroplasma_citri","Yes"
"1018","NC_001341","Viruses","Inoviridae","ssDNA viruses","Acholeplasma laidlawii",NA,NA,4491,NA,"Plectrovirus","circular","Acholeplasma phage MV-L1","Acholeplasma_laidlawii","Yes"
"1019","NC_001331","Viruses","Inoviridae","ssDNA viruses","Pseudomonas aeruginosa",NA,NA,7349,"unassigned Inoviridae",NA,"linear","Pseudomonas virus Pf1","Pseudomonas_aeruginosa","Yes"
"1020","NC_025450","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Lelliottia sp. GL2",NA,"Caudovirales",44366,NA,"unclassified Sp6likevirus","linear","Lelliottia phage phD2B","Lelliottia_sp","Yes"
"1021","NC_026017","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella paratyphi A CMCC50973",NA,"Caudovirales",41880,NA,"Jerseyvirus","circular","Salmonella phage LSPA1","Salmonella_enterica","Yes"
"1022","NC_025454","Viruses","Inoviridae","ssDNA viruses","Ralstonia solanacearum",NA,NA,7679,NA,"Habenivirus","circular","Ralstonia phage RS603","Ralstonia_solanacearum","Yes"
"1023","NC_025448","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli B",NA,"Caudovirales",165179,NA,"T4virus","linear","Enterobacteria phage RB27","Escherichia_coli","Yes"
"1024","NC_025419","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli B",NA,"Caudovirales",168402,NA,"T4virus","linear","Escherichia phage RB3","Escherichia_coli","Yes"
"1025","NC_025442","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enterica",NA,"Caudovirales",59578,NA,"Chivirus","linear","Salmonella virus Chi","Salmonella_enterica","Yes"
"1026","NC_018859","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli KBP135",NA,"Caudovirales",77315,NA,"Phieco32virus","circular","Escherichia phage ECBP2","Escherichia_coli","Yes"
"1027","NC_018854","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli KBP21",NA,"Caudovirales",69855,NA,"G7cvirus","circular","Escherichia phage ECBP1","Escherichia_coli","Yes"
"1028","NC_023579","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora strain Ea17-1-1",NA,"Caudovirales",75568,NA,NA,"linear","Erwinia phage Ea9-2","Erwinia_amylovora","Yes"
"1029","NC_026014","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli K88",NA,"Caudovirales",35814,NA,NA,"circular","Enterobacteria phage P88","Escherichia_coli","Yes"
"1030","NC_024369","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Vibrio cholerae",NA,"Caudovirales",41569,NA,NA,"linear","Vibrio phage X29","Vibrio_cholerae","Yes"
"1031","NC_022754","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enteritidis",NA,"Caudovirales",42749,NA,NA,"linear","Salmonella phage SETP7","Salmonella_enterica","Yes"
"1032","NC_021317","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella gallinarum",NA,"Caudovirales",21248,NA,"Jerseyvirus","linear","Salmonella phage L13","Salmonella_enterica","Yes"
"1033","NC_025829","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Shigella sonnei ATCC 25931",NA,"Caudovirales",164999,NA,"T4virus","circular","Shigella phage pSs-1","Shigella_sonnei","Yes"
"1034","NC_025822","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Vibrio alginolyticus",NA,"Caudovirales",42544,NA,NA,"circular","Vibrio phage phi-A318","Vibrio_alginolyticus","Yes"
"1035","NC_016763","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Enteritidis",NA,"Caudovirales",43221,NA,"Jerseyvirus","circular","Salmonella phage SE2","Salmonella_enterica","Yes"
"1036","NC_024125","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",168470,NA,"T4virus","linear","Escherichia phage vB_EcoM_112","Escherichia_coli","Yes"
"1037","NC_025453","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecalis",NA,"Caudovirales",40286,NA,NA,"circular","Enterococcus phage EFC-1","Enterococcus_faecalis","Yes"
"1038","NC_025446","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O157:H7",NA,"Caudovirales",157308,NA,NA,"linear","Escherichia phage ECML-4","Escherichia_coli","Yes"
"1039","NC_025445","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli K-12 IJ2038",NA,"Caudovirales",40981,NA,NA,"linear","Enterobacteria phage J8-65","Escherichia_coli","Yes"
"1040","NC_025441","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O157:H7",NA,"Caudovirales",66854,NA,NA,"linear","Escherichia phage ECML-117","Escherichia_coli","Yes"
"1041","NC_025440","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",134369,NA,NA,"linear","Listeria phage WIL-1","Listeria_monocytogenes","Yes"
"1042","NC_025437","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Shigella flexneri ATCC 2587",NA,"Caudovirales",169062,NA,"Rb69virus","linear","Shigella phage Shf125875","Shigella_flexneri","Yes"
"1043","NC_025434","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Shigella flexneri 2a",NA,"Caudovirales",62699,NA,"Pocjvirus","linear","Shigella phage POCJ13","Shigella_flexneri","Yes"
"1044","NC_025423","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus cereus HER1399",NA,"Caudovirales",138658,NA,"Cp51virus","linear","Bacillus phage CP-51","Bacillus_cereus","Yes"
"1045","NC_025422","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus CB15",NA,"Caudovirales",155997,NA,NA,"linear","Caulobacter phage Cr30","Caulobacter_crescentus","Yes"
"1046","NC_025417","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus xylosus SMQ121",NA,"Caudovirales",140903,NA,"Kayvirus","linear","Staphylococcus phage Team1","Staphylococcus_xylosus","Yes"
"1047","NC_025416","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus BCP88",NA,"Caudovirales",141907,NA,"Kayvirus","linear","Staphylococcus phage MCE-2014","Staphylococcus_aureus","Yes"
"1048","NC_025460","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus Sau119",NA,"Caudovirales",42600,NA,NA,"circular","Staphylococcus phage phiSa119","Staphylococcus_aureus","Yes"
"1049","NC_025451","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Yersinia enterocolitica serotype O:3",NA,"Caudovirales",38646,NA,"T7virus","linear","Yersinia phage vB_YenP_AP5","Yersinia_enterocolitica","Yes"
"1050","NC_023589","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Shigella boydii ATCC 35966",NA,"Caudovirales",71629,NA,"G7cvirus","circular","Shigella phage pSb-1","Shigella_boydii","Yes"
"1051","NC_023582","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus epidermidis strain M129",NA,"Caudovirales",92417,NA,"Sextaecvirus","linear","Staphylococcus phage vB_SepS_SEP9","Staphylococcus_epidermidis","Yes"
"1052","NC_024356","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecium",NA,"Caudovirales",42597,NA,NA,"linear","Enterococcus phage IME-EFm1","Enterococcus_faecium","Yes"
"1053","NC_024149","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Lactococcus garvieae","WP-2","Caudovirales",18899,NA,NA,"linear","Lactoccocus phage WP-2","Lactococcus_garvieae","Yes"
"1054","NC_025471","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Idiomarinaceae bacterium M2-2",NA,"Caudovirales",36844,NA,NA,"linear","Idiomarinaceae phage Phi1M2-2","Idiomarinaceae_bacterium","Yes"
"1055","NC_025452","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Dickeya sp.",NA,"Caudovirales",155346,NA,NA,"linear","Dickeya phage RC-2014","Dickeya_sp","Yes"
"1056","NC_025465","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecalis",NA,"Caudovirales",40923,NA,NA,"circular","Enterococcus phage EfaCPT1","Enterococcus_faecalis","Yes"
"1057","NC_025462","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",99730,NA,NA,"circular","Acinetobacter phage vB_AbaM_Acibel004","Acinetobacter_baumannii","Yes"
"1058","NC_025459","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Aeromonas hydrophila JUNAH",NA,"Caudovirales",53744,NA,NA,"circular","Aeromonas phage pAh6-C","Aeromonas_hydrophila","Yes"
"1059","NC_025457","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",42654,NA,NA,"circular","Acinetobacter phage vB_AbaP_Acibel007","Acinetobacter_baumannii","Yes"
"1060","NC_025449","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O157:H7",NA,"Caudovirales",166783,NA,"T4virus","linear","Escherichia phage ECML-134","Escherichia_coli","Yes"
"1061","NC_025447","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli MuLB70.1",NA,"Caudovirales",348532,NA,NA,"linear","Escherichia phage 121Q","Escherichia_coli","Yes"
"1062","NC_025443","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Typhiurium strain LT2",NA,"Caudovirales",52869,NA,NA,"linear","Salmonella phage 9NA","Salmonella_enterica","Yes"
"1063","NC_025439","Viruses",NA,"dsDNA viruses, no RNA stage","Idiomarinaceae bacterium N2-2",NA,NA,34773,NA,"unclassified dsDNA phages","linear","Idiomarinaceae phage 1N2-2","Idiomarinaceae_bacterium","Yes"
"1064","NC_025438","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",67744,NA,"Pg1virus","linear","Mycobacterium phage Soto","Mycobacterium_smegmatis","Yes"
"1065","NC_025431","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Mesorhizobium loti R7ANS",NA,"Caudovirales",45718,NA,NA,"linear","Mesorhizobium phage vB_MloP_Lo5R7ANS","Mesorhizobium_loti","Yes"
"1066","NC_025429","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Rhizobium leguminosarum biovar viciae VF39",NA,"Caudovirales",156446,NA,NA,"linear","Rhizobium phage vB_RleM_P10VF","Rhizobium_leguminosarum","Yes"
"1067","NC_025428","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Ruegeria pomeroyi DSS-3",NA,"Caudovirales",59601,NA,NA,"linear","Ruegeria phage DSS3-P1","Ruegeria_pomeroyi","Yes"
"1068","NC_025426","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus XN108",NA,"Caudovirales",140807,NA,"Kayvirus","linear","Staphylococcus phage P108","Staphylococcus_aureus","Yes"
"1069","NC_025424","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis subsp. Kurstaki",NA,"Caudovirales",45648,NA,NA,"linear","Bacillus phage Waukesha92","Bacillus_thuringiensis","Yes"
"1070","NC_025421","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus delbrueckii",NA,"Caudovirales",29616,NA,"C5virus","linear","Lactobacillus phage Ld3","Lactobacillus_delbrueckii","Yes"
"1071","NC_025420","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus delbrueckii",NA,"Caudovirales",32975,NA,"C5virus","linear","Lactobacillus phage Ld17","Lactobacillus_delbrueckii","Yes"
"1072","NC_025415","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus delbrueckii",NA,"Caudovirales",32799,NA,"C5virus","linear","Lactobacillus phage Ld25A","Lactobacillus_delbrueckii","Yes"
"1073","NC_024370","Viruses",NA,"unclassified bacterial viruses","Streptococcus pneumoniae isolate 9908+13028",NA,NA,39965,NA,NA,"linear","Streptococcus phage IC1","Streptococcus_pneumoniae","Yes"
"1074","NC_024361","Viruses",NA,"unclassified bacterial viruses","Streptococcus pneumoniae isolate DCC1738",NA,NA,38392,NA,NA,"linear","Streptococcus phage DCC1738","Streptococcus_pneumoniae","Yes"
"1075","NC_024357","Viruses",NA,"unclassified bacterial viruses","Streptococcus pneumoniae isolate K13-810",NA,NA,39360,NA,NA,"linear","Streptococcus phage K13","Streptococcus_pneumoniae","Yes"
"1076","NC_023595","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecalis",NA,"Caudovirales",41687,NA,NA,"circular","Enterococcus phage IME_EF3","Enterococcus_faecalis","Yes"
"1077","NC_024216","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis",NA,"Caudovirales",160541,NA,"Bastillevirus","linear","Bacillus phage CAM003","Bacillus_thuringiensis","Yes"
"1078","NC_024139","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli O157:H7",NA,"Caudovirales",108483,NA,"T5virus","linear","Escherichia phage vB_EcoS_FFH1","Escherichia_coli","Yes"
"1079","NC_024134","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O157:H7",NA,"Caudovirales",139020,NA,"Vequintavirinae","linear","Escherichia phage FFH2","Escherichia_coli","Yes"
"1080","NC_021569","Viruses","Inoviridae","ssDNA viruses","Stenotrophomonas maltophilia Khak84",NA,NA,7069,"unassigned Inoviridae",NA,"circular","Stenotrophomonas phage SMA7","Stenotrophomonas_maltophilia","Yes"
"1081","NC_023612","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Geobacillus kaustophilus ATCC 8005","GBK2","Caudovirales",39078,NA,NA,"circular","Geobacillus phage GBK2","Geobacillus_kaustophilus","Yes"
"1082","NC_023569","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Vibrio parahaemolyticus",NA,"Caudovirales",77837,NA,NA,"linear","Vibrio phage SHOU24","Vibrio_parahaemolyticus","Yes"
"1083","NC_022968","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli K-12 subsr. MG1655",NA,"Caudovirales",148567,NA,"Vequintavirinae","linear","Escherichia phage 4MG","Escherichia_coli","Yes"
"1084","NC_022758","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",44459,NA,NA,"linear","Staphylococcus phage YMC/09/04/R1988","Staphylococcus_aureus","Yes"
"1085","NC_021063","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium avium subsp. paratuberculosis ATCC19698",NA,"Caudovirales",47724,NA,"Ff47virus","circular","Mycobacterium phage vB_MapS_FF47","Mycobacterium_avium","Yes"
"1086","NC_022972","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Arthrobacter sp.",NA,"Caudovirales",37372,NA,NA,"linear","Arthrobacter phage vB_ArS-ArV2","Arthrobacter_sp","Yes"
"1087","NC_000866","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",168903,NA,"T4virus","linear","Escherichia virus T4","Escherichia_coli","Yes"
"1088","NC_025115","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Ralstonia solanacearum",NA,"Caudovirales",40002,NA,"P2virus","circular","Ralstonia phage RSY1","Ralstonia_solanacearum","Yes"
"1089","NC_023859","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Microbacterium oxydans",NA,"Caudovirales",59254,NA,NA,"linear","Microbacterium phage vB_MoxS-ISF9","Microbacterium_oxydans","Yes"
"1090","NC_023557","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora strain Ea29-7",NA,"Caudovirales",271084,NA,NA,"linear","Erwinia phage Ea35-70","Erwinia_amylovora","Yes"
"1091","NC_023865","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pectobacterium carotovorum subsp. carotovorum",NA,"Caudovirales",55098,NA,NA,"linear","Pectobacterium phage PM1","Pectobacterium_carotovorum","Yes"
"1092","NC_024794","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",167318,NA,"T4virus","linear","Escherichia phage vB_EcoM_PhAPEC2","Escherichia_coli","Yes"
"1093","NC_024793","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","E. coli O157:H7 R508 (phage type 14)",NA,"Caudovirales",46847,NA,"Rogue1virus","linear","Escherichia phage vB_EcoS_AHP42","Escherichia_coli","Yes"
"1094","NC_024792","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis subspecies Kurstaki",NA,"Caudovirales",160281,NA,NA,"linear","Bacillus phage Bobb","Bacillus_thuringiensis","Yes"
"1095","NC_024791","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Vibrio cholerae",NA,"Caudovirales",50440,NA,NA,"linear","Vibrio phage ICP2_2013_A_Haiti","Vibrio_cholerae","Yes"
"1096","NC_024790","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",71778,NA,"G7cvirus","linear","Escherichia phage vB_EcoP_PhAPEC7","Escherichia_coli","Yes"
"1097","NC_024789","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","E. coli O157:H7 R508 (phage type 14)",NA,"Caudovirales",45746,NA,"Rogue1virus","linear","Escherichia phage vB_EcoS_AKS96","Escherichia_coli","Yes"
"1098","NC_024787","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",132541,NA,NA,"linear","Listeria phage LMTA-148","Listeria_monocytogenes","Yes"
"1099","NC_024785","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii YMC/13/01/C62",NA,"Caudovirales",44844,NA,"Ap22virus","linear","Acinetobacter phage YMC-13-01-C62","Acinetobacter_baumannii","Yes"
"1100","NC_024784","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","E. coli O157:H7 R508 (phage type 14)",NA,"Caudovirales",46440,NA,"Rogue1virus","linear","Escherichia phage vB_EcoS_AHS24","Escherichia_coli","Yes"
"1101","NC_024783","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",44332,NA,"Hk578virus","linear","Escherichia phage EK99P-1","Escherichia_coli","Yes"
"1102","NC_024782","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa PA14",NA,"Caudovirales",36838,NA,"unclassified Lambda-like viruses","linear","Pseudomonas phage MP48","Pseudomonas_aeruginosa","Yes"
"1103","NC_023587","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Synechococcus sp. WH7803",NA,"Caudovirales",189311,NA,"T4virus","circular","Synechococcus phage ACG-2014h","Synechococcus_sp","Yes"
"1104","NC_018264","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Thermoanaerobacterium saccharolyticum JW/SL-YS485",NA,"Caudovirales",41938,NA,NA,"circular","Thermoanaerobacterium phage THSA-485A","Thermoanaerobacterium_saccharolyticum","Yes"
"1105","NC_020862","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Sulfitobacter sp. CB2047",NA,"Caudovirales",74485,NA,"unclassified N4likevirus","linear","Sulfitobacter phage phiCB2047-B","Sulfitobacter_sp","Yes"
"1106","NC_023576","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Citrobacter rodentium",NA,"Caudovirales",39207,NA,"unclassified Autographivirinae","linear","Citrobacter phage CR44b","Citrobacter_rodentium","Yes"
"1107","NC_024392","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",66676,NA,"P70virus","circular","Listeria phage LP-114","Listeria_monocytogenes","Yes"
"1108","NC_024387","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",43767,NA,NA,"linear","Listeria phage LP-101","Listeria_monocytogenes","Yes"
"1109","NC_024384","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",41156,NA,NA,"linear","Listeria phage LP-030-3","Listeria_monocytogenes","Yes"
"1110","NC_024383","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",135831,NA,"P100virus","linear","Listeria phage LP-083-2","Listeria_monocytogenes","Yes"
"1111","NC_024375","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",67150,NA,"P70virus","circular","Listeria phage LP-026","Listeria_monocytogenes","Yes"
"1112","NC_024359","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",133048,NA,NA,"linear","Listeria phage LP-048","Listeria_monocytogenes","Yes"
"1113","NC_023500","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",43301,NA,NA,"linear","Staphylococcus phage StauST398-5","Staphylococcus_aureus","Yes"
"1114","NC_023499","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",42906,NA,NA,"linear","Staphylococcus phage StauST398-4","Staphylococcus_aureus","Yes"
"1115","NC_022067","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",109960,NA,NA,"linear","Mycobacterium phage Wanda","Mycobacterium_smegmatis","Yes"
"1116","NC_021326","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus 100",NA,"Caudovirales",45242,NA,NA,"linear","Staphylococcus phage StauST398-1","Staphylococcus_aureus","Yes"
"1117","NC_019401","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",358663,NA,NA,"linear","Cronobacter phage vB_CsaM_GAP32","Cronobacter_sakazakii","Yes"
"1118","NC_022774","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium Km",NA,"Caudovirales",80382,NA,"Slashvirus","linear","Bacillus phage Slash","Bacillus_megaterium","Yes"
"1119","NC_022768","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella typhimurium",NA,"Caudovirales",154701,NA,NA,"linear","Salmonella phage Maynard","Salmonella_enterica","Yes"
"1120","NC_023549","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Clavibacter michiganensis CN18-4",NA,"Caudovirales",56789,NA,NA,"linear","Clavibacter phage CN1A","Clavibacter_michiganensis","Yes"
"1121","NC_023581","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii M2",NA,"Caudovirales",77792,NA,"unclassified N4likevirus","linear","Acinetobacter phage Presley","Acinetobacter_baumannii","Yes"
"1122","NC_023570","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii AU0783",NA,"Caudovirales",40739,NA,"unclassified phiKMV-like phages","linear","Acinetobacter phage Petty","Acinetobacter_baumannii","Yes"
"1123","NC_022764","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium Km",NA,"Caudovirales",39874,NA,NA,"linear","Bacillus phage Page","Bacillus_megaterium","Yes"
"1124","NC_022773","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus pumilus BL-8",NA,"Caudovirales",50354,NA,"Andromedavirus","linear","Bacillus virus Blastoid","Bacillus_pumilus","Yes"
"1125","NC_022772","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enteritidis",NA,"Caudovirales",156338,NA,NA,"linear","Salmonella phage Marshall","Salmonella_enterica","Yes"
"1126","NC_022771","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus subtilis",NA,"Caudovirales",156648,NA,"Nit1virus","linear","Bacillus phage Grass","Bacillus_subtilis","Yes"
"1127","NC_022770","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium Km",NA,"Caudovirales",39844,NA,NA,"linear","Bacillus phage Pony","Bacillus_megaterium","Yes"
"1128","NC_022769","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis subsp. Kurstaki",NA,"Caudovirales",165238,NA,"B4virus","linear","Bacillus phage BigBertha","Bacillus_thuringiensis","Yes"
"1129","NC_022767","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium Km",NA,"Caudovirales",81656,NA,"Slashvirus","linear","Bacillus phage Staley","Bacillus_megaterium","Yes"
"1130","NC_022766","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus pumilus BL-8",NA,"Caudovirales",49246,NA,"Andromedavirus","linear","Bacillus virus Glittering","Bacillus_pumilus","Yes"
"1131","NC_022765","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus pumilus BL-8",NA,"Caudovirales",49836,NA,"Andromedavirus","linear","Bacillus virus Riggi","Bacillus_pumilus","Yes"
"1132","NC_022763","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis subsp. Kurstaki",NA,"Caudovirales",164297,NA,"B4virus","linear","Bacillus phage Spock","Bacillus_thuringiensis","Yes"
"1133","NC_022761","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus subtilis",NA,"Caudovirales",146193,NA,"Spo1virus","linear","Bacillus phage CampHawk","Bacillus_subtilis","Yes"
"1134","NC_019411","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus",NA,"Caudovirales",219216,NA,"Phicbkvirus","linear","Caulobacter virus Swift","Caulobacter_crescentus","Yes"
"1135","NC_019410","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus",NA,"Caudovirales",221828,NA,"Phicbkvirus","linear","Caulobacter virus Karma","Caulobacter_crescentus","Yes"
